gender,Occupation,Work,Rest,Sleep,Exercise,Lifespan
Female,Teacher,8.37,6.87,8.76,0.0,94
Female,Technician,9.79,5.16,6.06,3.0,66
Male,Healthcare Worker,10.65,8.31,4.73,0.31,68
Male,Driver,9.8,1.19,10.01,3.0,76
Male,Scientist,7.13,8.87,7.46,0.54,77
Male,Driver,9.23,5.09,7.29,2.38,82
Female,Healthcare Worker,9.15,8.25,5.3,1.31,91
Male,Consultant,9.27,4.63,7.1,3.0,89
Female,Artist,8.67,7.16,7.47,0.71,85
Male,Office Worker,9.33,6.1,7.59,0.98,74
Female,Office Worker,8.16,7.37,5.47,3.0,78
Male,Scientist,8.72,7.25,5.07,2.97,86
Female,Artist,8.34,6.94,5.98,2.74,97
Male,Artist,7.39,9.68,6.24,0.69,81
Female,Artist,9.07,5.61,8.38,0.94,74
Female,Office Worker,7.01,9.74,5.84,1.41,89
Female,Entrepreneur,10.52,1.94,8.54,3.0,87
Female,Scientist,10.15,4.85,5.99,3.0,78
Female,Office Worker,7.26,6.97,7.77,2.01,94
Female,Retail Worker,7.62,7.51,6.01,2.86,100
Male,Teacher,6.07,10.55,6.44,0.94,95
Male,Manual Laborer,10.22,6.12,5.23,2.43,100
Female,Driver,9.13,7.02,6.22,1.63,82
Female,Office Worker,7.79,7.8,6.36,2.06,90
Male,Entrepreneur,13.01,2.4,8.32,0.28,78
Female,Scientist,0.83,4.98,17.71,0.48,59
Female,Healthcare Worker,10.14,5.29,7.39,1.17,84
Male,Manual Laborer,9.81,5.71,7.15,1.33,70
Male,Scientist,8.86,4.0,10.19,0.95,71
Male,Office Worker,7.41,9.93,5.85,0.81,90
Female,Consultant,6.49,10.26,6.66,0.59,85
Female,Artist,9.1,3.76,10.03,1.11,80
Male,Retail Worker,8.01,8.91,6.15,0.94,82
Female,Teacher,7.02,8.99,6.86,1.13,90
Male,Artist,5.86,2.01,15.59,0.54,54
Male,Engineer,8.52,8.46,5.6,1.42,82
Female,Freelancer,9.79,4.39,7.95,1.87,86
Female,Scientist,8.08,2.8,10.78,2.34,70
Male,Office Worker,8.09,6.16,7.33,2.42,87
Female,Engineer,7.72,4.87,8.41,3.0,84
Male,Retail Worker,9.85,5.75,5.92,2.48,78
Male,Driver,8.61,6.04,6.36,3.0,76
Female,Teacher,8.15,7.65,7.15,1.06,87
Male,Retail Worker,9.27,6.33,7.61,0.79,83
Male,Artist,8.07,7.81,5.12,3.0,82
Female,Entrepreneur,13.34,3.79,5.96,0.91,64
Male,Manual Laborer,10.23,5.62,7.32,0.83,87
Female,Consultant,18.8,1.71,3.49,0.0,55
Male,Consultant,8.48,6.21,7.78,1.54,85
Male,Freelancer,10.08,4.12,7.63,2.18,80
Male,Driver,9.9,5.3,8.8,0.0,82
Female,Technician,7.76,5.89,8.66,1.69,89
Male,Teacher,6.28,8.34,6.68,2.69,90
Male,Scientist,10.73,3.66,7.35,2.25,70
Female,Driver,10.16,2.36,8.82,2.66,79
Female,Artist,8.63,5.02,9.25,1.11,74
Male,Manager,12.99,1.44,8.92,0.65,81
Female,Manager,12.59,3.7,7.09,0.62,87
Female,Engineer,8.5,10.01,5.28,0.21,82
Male,Freelancer,8.86,6.46,6.44,2.24,80
Female,Engineer,9.91,2.56,10.61,0.91,79
Male,Artist,8.96,6.16,8.83,0.04,62
Male,Freelancer,7.13,10.26,6.61,0.0,81
Male,Scientist,9.69,5.46,7.56,1.29,76
Male,Driver,10.67,4.72,6.16,2.45,84
Female,Teacher,8.38,6.37,6.53,2.73,81
Male,Consultant,8.2,8.31,7.2,0.28,89
Female,Consultant,18.05,5.11,0.84,0.0,45
Male,Freelancer,10.97,6.1,5.45,1.49,59
Male,Technician,8.88,6.22,8.64,0.26,72
Male,Retail Worker,6.01,11.64,4.45,1.89,85
Male,Technician,9.86,7.23,5.8,1.1,54
Female,Freelancer,9.56,6.48,5.44,2.51,76
Female,Entrepreneur,12.19,3.54,6.3,1.97,70
Female,Engineer,9.95,2.14,8.92,2.99,83
Male,Freelancer,9.59,7.98,6.43,0.0,69
Female,Technician,9.34,6.63,5.13,2.91,92
Male,Office Worker,9.73,4.09,7.18,3.0,88
Female,Driver,11.44,4.14,8.42,0.0,85
Male,Freelancer,22.45,0.78,0.77,0.0,25
Male,Office Worker,9.62,3.8,8.14,2.44,100
Male,Consultant,7.74,11.57,4.08,0.61,86
Female,Office Worker,7.77,5.24,9.18,1.81,96
Male,Scientist,8.57,4.84,8.61,1.98,82
Male,Freelancer,6.9,9.82,6.29,1.0,81
Female,Manager,11.25,2.85,8.4,1.49,76
Male,Scientist,21.2,2.41,0.39,0.0,51
Female,Retail Worker,8.04,4.27,10.67,1.03,74
Female,Teacher,6.41,9.16,7.17,1.26,94
Female,Artist,5.27,13.53,5.2,0.0,82
Male,Office Worker,7.87,8.94,6.21,0.98,82
Female,Engineer,7.24,4.39,9.37,3.0,59
Female,Consultant,11.68,1.0,8.32,3.0,75
Male,Healthcare Worker,8.85,3.63,8.61,2.91,89
Male,Freelancer,8.6,4.86,7.54,3.0,79
Male,Engineer,8.16,7.35,6.69,1.8,84
Female,Engineer,7.86,8.2,7.13,0.81,86
Female,Artist,7.74,8.28,6.22,1.76,93
Male,Manager,11.87,3.03,7.85,1.24,83
Female,Entrepreneur,11.8,4.06,7.44,0.71,89
Male,Manual Laborer,10.98,3.17,7.64,2.21,66
Female,Entrepreneur,12.17,1.0,7.87,2.96,81
Male,Healthcare Worker,3.06,2.63,17.81,0.5,38
Female,Scientist,9.75,6.98,5.77,1.51,74
Male,Healthcare Worker,8.41,6.45,8.09,1.05,89
Female,Manager,9.1,4.25,8.49,2.16,95
Female,Freelancer,11.82,3.17,6.01,3.0,72
Male,Scientist,8.61,7.74,7.58,0.07,87
Male,Manual Laborer,10.01,5.46,7.39,1.14,82
Male,Manager,0.36,21.55,0.69,1.4,61
Male,Freelancer,6.9,9.1,6.57,1.43,83
Female,Office Worker,9.93,4.83,7.32,1.92,82
Male,Scientist,8.83,6.11,7.95,1.12,84
Male,Freelancer,11.81,3.52,8.15,0.52,64
Female,Manual Laborer,10.0,2.5,8.61,2.89,80
Female,Healthcare Worker,10.48,5.97,7.54,0.0,78
Female,Artist,7.38,7.76,7.02,1.84,86
Male,Retail Worker,6.44,7.34,10.14,0.08,76
Female,Retail Worker,8.68,5.23,9.38,0.71,71
Female,Scientist,10.23,3.4,8.1,2.27,71
Male,Scientist,9.4,1.06,10.54,3.0,79
Male,Teacher,0.22,20.05,1.82,1.91,69
Male,Technician,8.77,3.23,12.0,0.0,58
Female,Manager,12.14,4.67,6.1,1.1,90
Male,Technician,7.3,7.92,6.2,2.58,86
Male,Engineer,8.81,5.93,8.62,0.64,87
Female,Technician,7.56,7.5,8.48,0.47,98
Male,Retail Worker,8.2,5.34,7.46,3.0,84
Female,Entrepreneur,11.29,2.24,8.81,1.66,76
Female,Office Worker,7.58,9.27,6.82,0.34,77
Female,Manual Laborer,8.86,5.23,8.87,1.05,83
Male,Manager,8.63,10.96,3.87,0.54,82
Female,Manual Laborer,9.61,6.78,7.24,0.37,77
Female,Entrepreneur,11.7,3.66,6.17,2.47,80
Female,Healthcare Worker,8.89,6.01,7.5,1.6,85
Male,Manual Laborer,11.73,3.73,6.65,1.89,70
Female,Artist,8.32,3.9,9.62,2.16,90
Male,Freelancer,10.64,2.67,8.94,1.75,85
Male,Engineer,7.61,9.92,5.52,0.95,76
Male,Office Worker,9.43,4.55,7.99,2.03,90
Female,Healthcare Worker,8.3,8.97,6.4,0.33,88
Male,Freelancer,9.94,3.95,8.41,1.69,80
Male,Teacher,6.18,7.17,9.12,1.53,83
Female,Engineer,7.2,6.43,9.66,0.7,81
Male,Freelancer,6.13,8.76,6.76,2.35,78
Female,Office Worker,7.89,9.8,5.95,0.37,89
Female,Healthcare Worker,11.91,2.33,7.15,2.6,90
Female,Retail Worker,9.11,4.87,7.01,3.0,87
Female,Retail Worker,8.22,8.71,6.72,0.36,99
Male,Manager,10.57,4.33,7.03,2.06,81
Male,Retail Worker,6.86,7.69,7.96,1.49,78
Female,Technician,8.54,9.87,5.59,0.0,87
Male,Teacher,6.97,9.84,6.85,0.34,75
Female,Engineer,7.8,8.83,7.37,0.0,82
Male,Teacher,21.96,0.66,1.38,0.0,25
Male,Artist,7.13,10.99,3.75,2.13,85
Male,Manager,13.4,2.41,6.86,1.34,67
Female,Artist,6.41,10.54,6.28,0.77,89
Female,Manual Laborer,11.79,5.46,6.75,0.0,83
Female,Retail Worker,8.65,4.93,8.21,2.21,78
Male,Scientist,8.56,5.06,7.38,3.0,81
Female,Manager,12.22,4.02,7.13,0.63,72
Male,Scientist,10.21,5.5,7.9,0.39,80
Male,Scientist,10.35,2.17,10.67,0.81,63
Female,Technician,7.14,3.51,10.35,3.0,76
Female,Engineer,9.64,7.94,4.93,1.48,90
Male,Artist,9.88,3.1,8.7,2.32,82
Female,Driver,11.09,3.44,7.8,1.67,72
Male,Scientist,10.32,7.85,4.23,1.6,79
Male,Consultant,8.77,6.37,6.39,2.47,95
Male,Freelancer,8.75,9.81,4.25,1.19,75
Male,Consultant,8.97,6.99,7.46,0.58,78
Male,Scientist,8.15,5.61,9.12,1.12,83
Male,Manager,9.85,5.85,7.09,1.21,73
Female,Entrepreneur,11.71,1.43,9.25,1.61,78
Male,Teacher,8.27,6.8,8.93,0.0,68
Female,Retail Worker,8.13,4.07,10.71,1.1,71
Male,Engineer,7.86,3.71,10.65,1.78,63
Male,Office Worker,9.73,2.72,8.55,3.0,80
Female,Consultant,8.48,8.65,5.85,1.02,91
Male,Engineer,8.15,4.45,10.25,1.14,65
Female,Engineer,9.9,7.3,4.57,2.24,90
Male,Freelancer,8.23,6.81,7.0,1.96,76
Male,Office Worker,7.48,5.63,9.93,0.96,68
Male,Teacher,8.82,7.53,7.15,0.5,78
Female,Entrepreneur,10.59,1.0,9.45,2.96,72
Male,Consultant,10.18,4.83,8.26,0.72,87
Female,Teacher,6.8,7.32,8.37,1.52,88
Female,Entrepreneur,15.59,1.0,6.68,0.72,77
Male,Scientist,7.9,6.88,8.97,0.25,85
Female,Retail Worker,9.65,7.12,6.14,1.08,74
Female,Office Worker,9.95,6.04,6.03,1.98,75
Female,Artist,4.22,8.49,9.3,1.99,100
Female,Retail Worker,7.52,8.99,6.3,1.19,78
Female,Entrepreneur,11.64,3.17,7.01,2.18,88
Male,Technician,9.71,6.3,7.42,0.57,74
Male,Teacher,6.31,11.36,6.33,0.0,81
Female,Teacher,6.61,6.81,8.99,1.59,76
Female,Retail Worker,9.85,1.77,9.87,2.52,75
Male,Healthcare Worker,8.14,5.24,8.09,2.53,84
Male,Manual Laborer,9.42,7.47,7.12,0.0,79
Male,Scientist,8.16,5.93,8.89,1.03,77
Female,Teacher,6.01,8.37,7.29,2.32,82
Male,Driver,10.52,4.62,7.96,0.9,90
Female,Artist,7.61,10.64,3.49,2.26,93
Female,Technician,8.6,8.31,7.09,0.0,86
Male,Driver,10.64,1.0,10.27,2.09,77
Male,Artist,7.52,10.62,4.98,0.88,86
Female,Technician,7.3,6.06,7.68,2.96,100
Female,Technician,8.58,3.94,8.48,3.0,84
Male,Engineer,7.42,9.26,5.56,1.77,93
Male,Technician,9.61,5.54,6.84,2.02,74
Male,Consultant,7.31,7.74,7.67,1.27,75
Female,Retail Worker,9.51,1.8,10.3,2.39,75
Female,Teacher,8.21,4.73,8.41,2.65,82
Male,Retail Worker,6.33,8.77,7.91,0.99,73
Male,Technician,7.3,7.26,7.43,2.0,88
Male,Engineer,8.31,7.7,6.09,1.9,81
Female,Retail Worker,9.9,4.51,7.02,2.56,80
Male,Freelancer,9.72,4.57,7.2,2.52,86
Female,Scientist,7.67,6.96,6.96,2.42,93
Male,Manager,9.07,5.99,5.94,3.0,98
Female,Artist,6.81,8.11,7.66,1.43,86
Female,Artist,9.69,5.77,6.83,1.71,85
Female,Office Worker,9.15,7.74,6.35,0.76,81
Male,Consultant,8.45,8.33,5.94,1.28,85
Female,Retail Worker,6.72,9.51,4.91,2.87,94
Male,Driver,11.54,2.95,6.88,2.63,67
Female,Healthcare Worker,6.65,1.86,14.97,0.52,52
Female,Consultant,6.82,7.99,8.84,0.34,100
Female,Scientist,10.96,2.56,8.03,2.45,79
Male,Driver,9.15,4.88,7.18,2.78,85
Male,Healthcare Worker,11.28,3.08,9.12,0.53,62
Female,Manager,12.48,1.53,8.42,1.56,75
Male,Entrepreneur,12.6,4.22,6.16,1.02,75
Female,Retail Worker,6.16,6.45,8.54,2.84,92
Female,Manual Laborer,9.0,5.04,8.09,1.87,81
Male,Retail Worker,6.05,8.23,7.8,1.92,85
Female,Artist,6.55,12.15,5.19,0.11,98
Male,Consultant,11.06,4.33,7.64,0.96,65
Female,Retail Worker,8.57,5.49,9.36,0.58,76
Female,Consultant,6.99,10.26,5.01,1.74,90
Female,Healthcare Worker,10.05,1.0,10.45,2.51,81
Female,Teacher,7.0,10.79,4.83,1.38,96
Female,Manager,11.75,3.44,6.5,2.31,78
Female,Manual Laborer,9.97,7.01,6.66,0.36,83
Male,Freelancer,6.57,12.31,5.13,0.0,83
Male,Consultant,11.84,3.83,6.57,1.75,66
Male,Driver,8.07,7.77,7.15,1.02,75
Male,Technician,7.34,8.34,5.59,2.73,93
Male,Technician,9.52,4.66,7.72,2.1,87
Male,Driver,8.06,5.47,9.15,1.32,62
Male,Artist,5.6,6.92,8.75,2.72,78
Female,Artist,9.12,5.84,7.85,1.18,82
Male,Technician,8.76,3.58,8.85,2.81,85
Male,Consultant,9.54,6.92,7.51,0.02,81
Female,Retail Worker,8.84,4.58,8.13,2.46,79
Male,Teacher,6.39,10.72,6.13,0.76,81
Male,Teacher,7.8,3.64,12.24,0.33,81
Male,Entrepreneur,13.31,1.0,6.69,3.0,72
Male,Manager,11.07,5.97,6.96,0.0,80
Male,Scientist,0.75,5.87,16.88,0.51,54
Male,Entrepreneur,10.49,9.59,3.82,0.1,80
Female,Teacher,7.19,8.12,6.84,1.85,81
Female,Driver,10.67,4.52,6.39,2.41,81
Female,Technician,9.43,6.97,6.72,0.89,78
Male,Scientist,7.6,7.59,8.13,0.68,83
Female,Retail Worker,9.59,3.96,7.45,3.0,89
Female,Artist,8.81,6.65,7.83,0.72,95
Male,Artist,5.62,11.05,4.33,3.0,85
Female,Consultant,10.13,4.06,7.8,2.02,86
Male,Healthcare Worker,8.92,5.67,7.66,1.76,94
Female,Driver,11.22,6.69,4.97,1.12,82
Male,Driver,10.76,4.79,6.79,1.66,86
Female,Retail Worker,9.76,5.21,6.97,2.06,84
Female,Driver,9.43,7.04,6.15,1.38,75
Male,Healthcare Worker,11.63,4.29,7.81,0.26,62
Male,Scientist,23.82,0.0,0.5,0.0,25
Female,Engineer,7.48,10.9,4.97,0.64,78
Female,Retail Worker,7.4,5.65,9.02,1.92,76
Female,Consultant,9.26,6.13,7.2,1.41,67
Male,Office Worker,19.2,2.5,2.31,0.0,44
Female,Healthcare Worker,10.41,1.17,9.42,3.0,69
Female,Technician,9.06,5.82,8.8,0.32,81
Male,Scientist,9.9,4.29,6.98,2.83,78
Female,Manual Laborer,9.07,4.85,9.08,1.0,78
Female,Manual Laborer,10.56,5.75,4.69,3.0,83
Female,Manual Laborer,9.59,4.65,8.36,1.4,75
Female,Technician,8.5,5.34,8.95,1.21,86
Female,Artist,4.04,12.38,7.14,0.44,98
Female,Manager,10.49,4.06,8.05,1.39,79
Male,Engineer,7.97,3.35,9.68,3.0,80
Female,Manual Laborer,10.6,4.68,8.69,0.03,80
Female,Healthcare Worker,10.34,4.03,7.89,1.74,67
Female,Healthcare Worker,8.03,8.71,6.23,1.03,76
Female,Artist,21.83,1.83,0.34,0.0,31
Female,Healthcare Worker,9.57,5.84,6.84,1.76,90
Female,Manager,13.37,1.0,9.26,0.38,74
Female,Healthcare Worker,11.53,5.83,4.09,2.55,89
Female,Scientist,9.14,3.42,8.79,2.66,76
Male,Healthcare Worker,11.39,1.06,9.74,1.81,76
Female,Retail Worker,9.27,5.54,8.94,0.25,92
Male,Driver,8.44,3.61,9.3,2.66,87
Female,Freelancer,10.81,2.07,9.15,1.97,70
Female,Freelancer,8.09,7.2,8.41,0.3,79
Female,Healthcare Worker,8.61,6.16,7.51,1.72,92
Female,Teacher,8.84,5.01,9.42,0.74,77
Female,Engineer,9.98,6.33,7.69,0.0,79
Female,Driver,6.67,2.33,14.69,0.31,52
Female,Scientist,8.43,6.24,7.59,1.73,88
Female,Teacher,7.08,9.64,6.07,1.21,87
Male,Healthcare Worker,10.67,4.61,8.07,0.66,86
Female,Manual Laborer,8.59,5.88,7.96,1.57,85
Female,Freelancer,11.53,1.0,8.47,3.0,56
Male,Retail Worker,7.74,6.68,7.38,2.2,96
Female,Engineer,8.19,7.59,7.48,0.74,97
Female,Freelancer,6.09,8.22,7.62,2.08,80
Female,Teacher,8.84,2.98,9.18,3.0,72
Female,Scientist,8.53,9.13,5.71,0.63,86
Male,Entrepreneur,10.72,3.12,7.36,2.81,97
Male,Freelancer,10.21,1.0,10.7,2.09,80
Male,Office Worker,7.84,8.56,7.6,0.0,77
Male,Teacher,8.16,4.14,8.71,3.0,78
Male,Healthcare Worker,11.92,4.52,5.95,1.6,77
Female,Retail Worker,6.03,9.3,8.66,0.0,89
Male,Driver,11.26,4.41,6.79,1.53,84
Female,Driver,10.64,8.96,3.58,0.83,89
Female,Scientist,8.87,4.55,8.31,2.27,84
Female,Scientist,8.67,5.86,7.65,1.82,94
Male,Technician,8.63,7.21,7.29,0.87,86
Female,Retail Worker,7.29,10.14,6.57,0.01,89
Female,Manual Laborer,11.65,1.0,9.19,2.16,68
Male,Entrepreneur,15.08,1.0,6.4,1.52,70
Male,Freelancer,9.92,9.01,5.07,0.0,76
Male,Entrepreneur,13.61,1.0,7.54,1.85,78
Female,Technician,8.28,5.97,8.29,1.46,94
Male,Consultant,11.82,1.75,8.4,2.03,67
Male,Technician,5.99,2.7,14.45,0.86,68
Female,Teacher,7.06,8.31,6.63,2.01,89
Male,Entrepreneur,13.76,1.0,6.28,2.96,64
Female,Driver,10.78,4.5,7.57,1.16,74
Male,Entrepreneur,10.53,8.35,5.12,0.01,88
Male,Manual Laborer,10.98,8.02,3.78,1.23,66
Female,Consultant,6.61,6.82,8.65,1.92,100
Male,Scientist,7.62,6.18,8.54,1.66,87
Female,Manual Laborer,9.5,5.65,7.37,1.48,79
Male,Healthcare Worker,9.41,5.77,8.44,0.38,87
Female,Healthcare Worker,8.22,6.69,7.78,1.31,87
Male,Manual Laborer,11.42,4.32,7.77,0.49,75
Male,Scientist,18.13,1.84,4.03,0.0,51
Male,Entrepreneur,15.26,1.81,6.24,0.68,64
Male,Manager,8.84,8.63,6.38,0.15,80
Male,Artist,9.24,6.4,7.84,0.52,86
Female,Manual Laborer,9.78,5.1,6.6,2.52,84
Male,Entrepreneur,15.35,1.0,4.96,2.69,70
Male,Office Worker,8.13,7.74,6.26,1.87,86
Male,Scientist,9.35,7.83,5.59,1.23,87
Female,Driver,8.96,3.9,8.14,3.0,86
Female,Healthcare Worker,8.06,5.91,7.76,2.27,88
Female,Office Worker,9.2,6.81,7.21,0.78,91
Female,Retail Worker,9.21,3.17,9.28,2.33,81
Male,Office Worker,7.78,7.34,6.82,2.06,76
Female,Scientist,7.25,6.47,8.0,2.28,83
Female,Technician,9.52,7.07,6.83,0.59,100
Male,Office Worker,8.09,8.71,6.23,0.97,90
Male,Teacher,6.11,7.23,7.88,2.78,91
Female,Teacher,8.83,4.4,7.77,3.0,98
Female,Engineer,9.33,3.14,8.92,2.61,79
Male,Artist,7.51,7.4,8.58,0.51,96
Male,Consultant,6.98,10.93,5.54,0.55,91
Female,Technician,9.73,8.89,5.38,0.0,85
Male,Driver,9.65,4.28,7.34,2.73,81
Female,Technician,8.66,6.51,6.57,2.26,85
Female,Office Worker,8.68,4.88,8.48,1.96,87
Female,Consultant,9.02,6.75,7.15,1.07,95
Male,Artist,6.16,10.02,6.16,1.65,81
Female,Artist,9.68,4.62,6.74,2.96,87
Male,Teacher,6.68,10.04,6.26,1.03,94
Female,Manager,13.64,1.96,6.75,1.66,66
Female,Freelancer,5.41,8.49,7.68,2.41,90
Male,Healthcare Worker,8.42,4.42,8.19,2.98,90
Female,Manager,8.37,8.73,6.9,0.0,89
Male,Retail Worker,8.02,2.9,10.36,2.72,66
Female,Manager,11.51,1.0,8.49,3.0,82
Female,Consultant,11.32,2.52,7.17,3.0,89
Female,Entrepreneur,13.68,3.21,6.8,0.31,73
Female,Driver,11.05,5.29,4.67,3.0,85
Male,Retail Worker,9.91,5.66,5.43,3.0,74
Male,Technician,8.96,9.15,5.26,0.63,78
Male,Artist,5.76,6.62,9.07,2.55,75
Female,Freelancer,6.29,7.44,7.27,3.0,72
Male,Engineer,7.47,8.6,7.94,0.0,71
Male,Consultant,11.65,4.26,6.18,1.91,75
Male,Driver,8.59,6.56,7.08,1.77,84
Female,Healthcare Worker,9.04,6.99,7.78,0.19,95
Female,Healthcare Worker,11.98,3.73,7.23,1.06,64
Male,Retail Worker,9.61,4.4,7.94,2.05,94
Female,Teacher,8.65,6.2,8.03,1.12,65
Female,Office Worker,9.08,7.14,5.74,2.03,87
Male,Office Worker,7.64,6.96,9.39,0.0,64
Male,Entrepreneur,11.78,3.32,7.91,0.98,67
Female,Artist,8.97,9.61,5.06,0.35,72
Male,Driver,10.1,5.66,7.45,0.79,65
Male,Scientist,10.69,2.17,8.81,2.34,87
Male,Office Worker,8.56,4.12,9.58,1.74,79
Male,Scientist,8.0,6.59,6.41,3.0,69
Female,Scientist,8.61,6.07,6.88,2.44,100
Male,Manager,12.18,1.0,8.01,2.8,71
Male,Artist,6.43,10.18,6.83,0.56,92
Female,Freelancer,7.75,9.08,6.56,0.61,98
Female,Scientist,8.77,4.14,9.25,1.84,84
Male,Manager,9.68,5.01,6.3,3.0,79
Male,Manual Laborer,10.99,5.76,6.94,0.31,71
Male,Healthcare Worker,8.53,7.04,8.12,0.31,67
Male,Consultant,10.16,2.3,9.19,2.35,75
Male,Manual Laborer,8.04,3.71,10.1,2.16,72
Female,Teacher,8.96,5.01,8.81,1.23,76
Male,Freelancer,7.44,5.93,10.2,0.44,79
Female,Entrepreneur,14.1,1.0,7.7,1.19,74
Female,Consultant,11.37,3.22,6.83,2.58,81
Male,Artist,7.17,9.19,6.93,0.7,84
Female,Engineer,7.1,6.01,7.89,3.0,100
Male,Office Worker,0.96,17.96,2.34,2.74,77
Female,Healthcare Worker,9.7,8.04,4.78,1.48,73
Male,Technician,7.37,9.6,6.94,0.09,87
Male,Driver,8.4,6.55,6.16,2.89,85
Female,Artist,5.04,9.62,7.67,1.67,91
Female,Freelancer,8.59,7.62,6.38,1.41,67
Male,Consultant,10.84,3.25,9.15,0.77,74
Male,Artist,4.03,7.67,10.6,1.7,76
Female,Technician,8.69,7.17,6.49,1.65,90
Female,Artist,4.82,10.04,7.65,1.49,89
Male,Engineer,7.82,7.45,7.24,1.49,80
Female,Scientist,9.82,4.52,9.02,0.65,88
Female,Healthcare Worker,8.63,9.02,3.82,2.54,88
Male,Manager,12.25,6.01,4.39,1.35,76
Female,Office Worker,22.41,1.52,0.07,0.0,25
Male,Teacher,0.26,21.54,0.48,1.72,71
Male,Entrepreneur,11.57,2.1,8.8,1.53,67
Male,Scientist,7.45,4.27,9.96,2.32,69
Female,Freelancer,5.56,9.41,7.4,1.63,86
Female,Office Worker,8.79,6.15,8.95,0.1,61
Female,Office Worker,9.13,2.6,10.83,1.44,73
Male,Freelancer,5.65,7.4,9.17,1.78,96
Female,Technician,7.68,5.83,10.0,0.49,72
Male,Consultant,10.59,3.62,6.79,3.0,79
Male,Entrepreneur,19.68,1.39,2.93,0.0,46
Male,Manual Laborer,8.29,9.34,4.9,1.47,88
Male,Retail Worker,6.61,11.22,6.06,0.11,76
Female,Entrepreneur,12.82,1.67,7.79,1.71,72
Male,Engineer,8.8,5.21,8.4,1.58,77
Female,Engineer,7.7,6.15,8.9,1.26,88
Male,Entrepreneur,11.85,1.01,9.82,1.32,69
Female,Teacher,8.68,8.7,4.87,1.75,82
Female,Teacher,20.99,1.62,1.39,0.0,25
Female,Artist,4.18,9.64,9.51,0.68,84
Female,Consultant,9.96,3.64,9.07,1.33,89
Female,Engineer,8.49,6.62,7.32,1.57,87
Female,Manager,8.47,8.24,4.55,2.75,83
Male,Manager,12.71,2.43,8.34,0.52,93
Female,Teacher,0.46,22.58,0.41,0.56,59
Male,Entrepreneur,14.11,1.0,7.18,1.7,62
Female,Manual Laborer,11.34,6.23,6.44,0.0,77
Male,Manager,10.82,4.56,6.17,2.45,100
Male,Entrepreneur,12.4,1.71,7.74,2.14,73
Female,Scientist,9.99,9.23,4.78,0.0,75
Female,Driver,8.3,4.43,8.62,2.65,97
Female,Consultant,0.41,20.93,0.55,2.1,85
Female,Freelancer,11.31,2.88,8.17,1.64,81
Male,Office Worker,7.21,11.4,4.78,0.61,69
Female,Teacher,7.06,8.7,6.93,1.3,69
Male,Technician,8.57,6.95,7.95,0.53,81
Male,Healthcare Worker,10.28,4.14,8.15,1.43,79
Female,Entrepreneur,10.87,1.28,9.51,2.33,76
Male,Office Worker,9.24,4.83,7.75,2.18,90
Female,Office Worker,8.65,6.57,7.86,0.91,84
Female,Technician,2.24,2.46,18.51,0.79,50
Female,Entrepreneur,13.93,1.3,7.03,1.74,88
Male,Consultant,6.13,8.38,6.97,2.52,77
Female,Retail Worker,7.14,9.48,7.38,0.0,75
Male,Teacher,6.43,10.06,7.51,0.0,89
Female,Office Worker,7.21,6.04,9.11,1.64,82
Female,Technician,9.37,4.37,7.36,2.9,90
Male,Manager,10.31,4.11,7.25,2.32,90
Male,Consultant,10.04,6.52,4.44,3.0,74
Male,Consultant,11.16,8.12,4.5,0.23,55
Male,Freelancer,10.82,2.52,9.58,1.08,76
Female,Office Worker,8.86,6.37,7.91,0.85,97
Female,Technician,8.14,4.86,9.78,1.21,78
Male,Manual Laborer,11.05,5.44,7.51,0.0,79
Male,Engineer,8.5,10.17,5.33,0.0,75
Male,Manager,8.15,6.57,7.39,1.9,89
Female,Entrepreneur,11.21,2.59,8.79,1.4,77
Female,Manager,9.0,6.75,7.27,0.98,71
Male,Technician,8.31,6.35,8.54,0.8,82
Female,Driver,3.7,16.46,2.85,0.99,78
Female,Scientist,9.63,7.0,6.91,0.46,75
Female,Healthcare Worker,23.61,0.35,0.04,0.0,25
Female,Manual Laborer,10.55,3.11,7.95,2.39,80
Male,Engineer,9.54,4.34,9.03,1.09,69
Female,Engineer,8.21,8.11,6.47,1.21,98
Male,Teacher,8.32,7.32,6.86,1.5,87
Female,Office Worker,8.14,9.26,5.75,0.85,88
Female,Freelancer,10.53,7.05,6.42,0.0,81
Male,Technician,8.43,6.46,7.57,1.54,75
Female,Healthcare Worker,8.8,7.73,7.46,0.0,82
Female,Scientist,7.32,7.1,7.79,1.78,85
Male,Engineer,9.35,8.0,6.6,0.05,71
Male,Consultant,10.66,6.07,6.43,0.83,69
Male,Healthcare Worker,11.73,1.0,8.27,3.0,86
Female,Scientist,8.68,7.54,7.78,0.0,98
Female,Teacher,8.93,5.3,7.13,2.64,80
Male,Retail Worker,8.45,7.02,7.64,0.9,73
Male,Healthcare Worker,8.87,5.06,7.81,2.26,79
Female,Scientist,10.3,4.54,7.13,2.03,76
Female,Manual Laborer,10.63,3.98,8.23,1.17,92
Female,Technician,9.1,7.62,7.29,0.0,88
Female,Entrepreneur,11.37,4.59,6.86,1.18,76
Female,Office Worker,8.18,6.18,7.59,2.05,78
Female,Scientist,7.11,8.63,6.1,2.16,88
Female,Freelancer,8.85,4.81,9.22,1.12,85
Female,Manager,9.85,1.23,10.88,2.04,60
Male,Consultant,10.15,3.62,8.52,1.71,74
